platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_label,top_keywords,competitors_mentioned,features_mentioned,mentions_competitor,mentions_pain_point
YouTube,li3OlWRer0E,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,How to Get Into a Top College,2023-06-25,4711980,242244,1284,PT29S,https://youtube.com/watch?v=li3OlWRer0E,how to get into college 2024,,"📧 Join my newsletter: https://nextadmit.com/gohar/
💬 Join my Discord server: https://discord.gg/gohar
📝 I'll edit your college essay: https://nextadmit.com/services/essay/",7510000,How to Get Into a Top College,7160100,0.0514102351877554,0.0002724969121261,True,29,7,False,False,0.1724137931034483,Mega,6,2,2023Q2,0.2023,0.265,0.0,Positive,college,,,False,False
YouTube,emOmM99XYig,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,How Duke Students Got Into Duke! #college #collegeadmissions #duke,2024-09-23,4310496,145272,1519,PT1M,https://youtube.com/watch?v=emOmM99XYig,best extracurriculars for college,,,108000,How Duke Students Got Into Duke! #college #collegeadmissions #duke,5793596,0.0337019220061914,0.00035239564078,True,66,9,False,True,0.0909090909090909,Macro,9,3,2024Q3,0.0,0.0,0.0,Neutral,students got|college collegeadmissions|collegeadmissions|students|got,,,False,False
YouTube,QKwIFVx_7PQ,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,Important College Application Advice,2023-07-10,4199677,263521,600,PT29S,https://youtube.com/watch?v=QKwIFVx_7PQ,college admissions process explained,,"🏆 My brag sheet template: https://nextadmit.com/gohar/
📝 I'll edit your college essay: https://nextadmit.com/services/essay/
💬 Join my Discord server for help: https://discord.gg/gohar",7510000,Important College Application Advice,6846887,0.0627479208520083,0.0001428681300966,True,36,4,False,False,0.1111111111111111,Mega,7,3,2023Q3,0.2023,0.375,0.0,Positive,advice|college application|application|college,,,False,False
YouTube,f6LDfPGCUDY,College Life,UCsc8IWsxszII-1Nhl4v5Fkg,they’re there to fix your essays,2025-10-07,4006566,212090,1534,PT1M11S,https://youtube.com/watch?v=f6LDfPGCUDY,writing college essays tips,,,901000,they’re there to fix your essays,6158146,0.0529356062024187,0.0003828715164058,True,32,6,False,False,0.0,Macro,10,4,2025Q4,0.0,0.0,0.0,Neutral,essays,,,False,False
YouTube,lzuiuRgwwrc,Apna College,UCBwmMxybNva6P_5VmxjzwqA,How to create a Great LinkedIn Profile in 2024 | for College Students,2023-10-16,3480182,99899,1311,PT19M9S,https://youtube.com/watch?v=lzuiuRgwwrc,how to get into college 2024,C++|C++ coding|C++ full course|C++ placement course|how to code,"Hi, if you want to learn Complete Full Stack Development from me then you can study from 
🔥Delta 2.0 (Full Stack Web Development)  : https://www.apnacollege.in/course/delta-batch-2
International Stude",7500000,How to create a Great LinkedIn Profile in 2024 | for College Students,4505392,0.0287051079512508,0.0003767044367219,True,69,13,False,False,0.1014492753623188,Mega,10,4,2023Q4,0.7351,0.408,0.0,Positive,create|profile|2024 college|students|2024,,,False,False
YouTube,q6Szq9yHB3w,The Iced Coffee Hour,UCMSYZVlQmyG8_2MkIKzg0kw,When a Homeschooler Goes To Public High School,2023-06-21,3423756,161993,1406,PT39S,https://youtube.com/watch?v=q6Szq9yHB3w,summer programs for high school students,graham stephan|graham stephan podcast|iced coffee podcast|iced coffee hour|investing podcast,"Full Vid: https://youtu.be/OLkmJ8hVaa8

NEW: Join us at http://www.icedcoffeehour.club for premium content - Enjoy! 

Add us on Instagram: 
https://www.instagram.com/jlsselby
https://www.instagram.com",1570000,When a Homeschooler Goes To Public High School,5071806,0.0473144114241785,0.0004106601054514,True,46,8,False,False,0.1521739130434782,Mega,6,2,2023Q2,0.0,0.0,0.0,Neutral,high school|high|school,,,False,False
YouTube,O_4ws18TTMc,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,how she got into Stanford with a 3.0 GPA and NO extracurriculars,2024-03-10,3400241,228558,851,PT38S,https://youtube.com/watch?v=O_4ws18TTMc,best extracurriculars for college,,"DM me “ESSAY” on Instagram (@UltimateIvyLeagueGuide) and I’ll send you the exact essay outline that got my student got into Stanford with zero extracurriculars…

#studygram #studymotivation #studytips",714000,how she got into Stanford with a 3.0 GPA and NO extracurriculars,5702841,0.0672181765939532,0.0002502763774685,True,64,12,False,False,0.09375,Macro,3,1,2024Q1,-0.4466,0.0,0.227,Negative,got stanford|gpa|extracurriculars|stanford|got,,,False,False
YouTube,KvdCO__8wHY,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Doing THIS will Get You AUTO-REJECTED from College,2023-09-13,3289114,183246,797,PT1M,https://youtube.com/watch?v=KvdCO__8wHY,common app essay that got me accepted,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,Doing THIS will Get You AUTO-REJECTED from College,5137514,0.0557128758686989,0.0002423144956362,True,50,8,False,False,0.4,Macro,9,3,2023Q3,0.0,0.0,0.0,Neutral,rejected college|rejected|college,,,False,False
YouTube,TwtPVmSjTNA,Noelle Cheney ,UCJEr90Yulz5DsCH68mpuusg,A student used chatGPT to write their essay,2025-05-01,2870868,117907,1866,PT1M53S,https://youtube.com/watch?v=TwtPVmSjTNA,writing college essays tips,,,1400000,A student used chatGPT to write their essay,4087258,0.0410701571789437,0.0006499776374253,True,43,8,False,False,0.0930232558139534,Mega,5,2,2025Q2,0.0,0.0,0.0,Neutral,write essay|write|student|essay,,,False,False
YouTube,vYDM2efXJHE,Roya,UCjhebDbxJHNM0w2O1qkJA-g,college US vs France #usa #american #france #french #cultureshock #livingabroad #college #admissions,2024-04-11,2648193,209287,6839,PT1M,https://youtube.com/watch?v=vYDM2efXJHE,college admissions process explained,,,405000,college US vs France #usa #american #france #french #cultureshock #livingabroad #college #admissions,4877843,0.0790301160074058,0.0025825157003284,True,100,12,False,False,0.03,Macro,4,2,2024Q2,0.0,0.0,0.0,Neutral,usa|american|college admissions|vs|college,,,False,False
YouTube,H1w5rWiIclc,Colby Martel,UCk8aLmjQ-IKVZCuGJks0rkw,Columbia Student RANKS the Ivy Leagues...,2023-03-12,2598487,136478,733,PT29S,https://youtube.com/watch?v=H1w5rWiIclc,college admissions process explained,college,"I asked a Columbia student to RANK the 8 Ivy League Universities! Harvard, Princeton, University of Pennsylvania (Penn), Brown, Cornell, Dartmouth College, and Yale",741000,Columbia Student RANKS the Ivy Leagues...,3977927,0.0525221022849065,0.0002820872299919,True,41,6,False,False,0.2195121951219512,Macro,3,1,2023Q1,0.0,0.0,0.0,Neutral,ivy|student,,,False,False
YouTube,JhVEkNzUG24,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,The WORST College Essay Ever Written,2024-12-28,2539518,85038,554,PT38S,https://youtube.com/watch?v=JhVEkNzUG24,writing college essays tips,College|College admissons|student|high school|AP classes,Top 5 Essay Tips Guide: beacons.ai/mahadthementor,365000,The WORST College Essay Ever Written,3400978,0.0334858819665779,0.0002181516334989,True,36,6,False,False,0.2777777777777778,Macro,12,4,2024Q4,-0.7034,0.0,0.492,Negative,worst|college essay|essay|college,,,False,False
YouTube,uXn85kgphuA,Apna College,UCBwmMxybNva6P_5VmxjzwqA,BITS Pilani College Review | In Short,2023-02-11,2392258,130986,1539,PT1M,https://youtube.com/watch?v=uXn85kgphuA,college admissions process explained,,,7500000,BITS Pilani College Review | In Short,3732898,0.0547541276902407,0.0006433252600681,True,37,7,False,False,0.2432432432432432,Mega,2,1,2023Q1,0.0,0.0,0.0,Neutral,review|college,,,False,False
YouTube,NwkvhFYfakE,The Chens,UCsGxLCkpyTG9sD7c-j6IIpw,Best Extracurriculars for College Apps,2025-07-29,2368049,55075,738,PT49S,https://youtube.com/watch?v=NwkvhFYfakE,how to build college resume high school,,,162000,Best Extracurriculars for College Apps,2933559,0.0232575423903812,0.0003116489565883,True,38,5,False,False,0.1052631578947368,Macro,7,3,2025Q3,0.6369,0.512,0.0,Positive,best extracurriculars|college apps|apps|best|extracurriculars,,,False,False
YouTube,yx8PrF0HJhM,The Chens,UCsGxLCkpyTG9sD7c-j6IIpw,What Are the Best College Essay Topics?,2025-09-19,2347137,59341,686,PT36S,https://youtube.com/watch?v=yx8PrF0HJhM,writing college essays tips,,,162000,What Are the Best College Essay Topics?,2954267,0.0252822907226974,0.0002922709667139,True,39,7,True,False,0.1538461538461538,Macro,9,3,2025Q3,0.6369,0.412,0.0,Positive,best college|college essay|best|essay|college,,,False,False
YouTube,7K0OyXOkW6I,Sarah Wu,UC1thnvmLI1wFI_ZENTZXwQA,Asking Harvard students what schools rejected them ☠️,2024-05-31,2345474,53671,481,PT34S,https://youtube.com/watch?v=7K0OyXOkW6I,how to choose colleges to apply to,,,111000,Asking Harvard students what schools rejected them ☠️,2891804,0.0228827946930982,0.0002050758183633,True,53,8,False,False,0.0377358490566037,Macro,5,2,2024Q2,-0.5106,0.0,0.32,Negative,schools|asking|harvard students|students|rejected,,,False,False
YouTube,7iwzqy4FbQo,REAT Easy Education,UCst8tcy15nM8jWrRfiOrBzw,"Application Writing,Formal Letter or Application,Application লেখার নিয়ম,How to write an Application",2023-09-21,2333752,10101,203,PT2S,https://youtube.com/watch?v=7iwzqy4FbQo,writing college essays tips,"application lekhar niyom,application lekher niyom,application,hsc application lekhar niyom,application lekhar niyom 2023,formal letter lekher niyom,application lekher niyom english,letter lekhar niyom,application lekhar niyom hsc,ssc application lekhar niyom,hsc application lekhar niyom 2023,application lekhar niyom hsc 2023,application writing,formal letter or application writing,application লেখার নিয়ম,how to write an application,application letter","Application Writing,Formal Letter or Application,Application লেখার নিয়ম,How to write an Application

keyword:
application lekhar niyom,application lekher niyom,application,hsc application lekhar niyom",147000,"Application Writing,Formal Letter or Application,Application লেখার নিয়ম,How to write an Application",2438822,0.0043282233930597,8.69843925147145e-05,True,100,11,False,False,0.08,Macro,9,3,2023Q3,0.0,0.0,0.0,Neutral,application|letter|writing|write,,,False,False
YouTube,eb26cwKC-AA,Mentor Gyan,UCRyLE0AO3OxGt0c5w4GtBpw,How to write an essay by UPSC topper Neha byadwal #motivation #cgpsctopper #upsc #ias,2024-04-24,2286396,86071,340,PT50S,https://youtube.com/watch?v=eb26cwKC-AA,writing college essays tips,,,59100,How to write an essay by UPSC topper Neha byadwal #motivation #cgpsctopper #upsc #ias,3153906,0.0376448349279827,0.0001487056485403,True,85,14,False,False,0.0705882352941176,Mid,4,2,2024Q2,0.0,0.0,0.0,Neutral,write essay|write|essay,,,False,False
YouTube,3ldPwDXGjJw,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,"How MIT students got into MIT | GPA, SAT/ACT, Clubs #college #collegeadmissions #mit #university",2024-09-10,2093820,58547,533,PT56S,https://youtube.com/watch?v=3ldPwDXGjJw,how to build college resume high school,,,108000,"How MIT students got into MIT | GPA, SAT/ACT, Clubs #college #collegeadmissions #mit #university",2689950,0.027961811426006,0.0002545586535614,True,96,14,False,False,0.1770833333333333,Macro,9,3,2024Q3,0.0,0.0,0.0,Neutral,mit|students got|got mit|college collegeadmissions|sat,,,False,False
YouTube,tH5TzdodL94,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I write a standout hook for my college essay?” 🪝 (Ep. 4),2025-08-30,1951752,92395,280,PT1M25S,https://youtube.com/watch?v=tH5TzdodL94,writing college essays tips,,,714000,“How do I write a standout hook for my college essay?” 🪝 (Ep. 4),2881302,0.0473395185453889,0.0001434608495341,True,64,14,True,False,0.046875,Macro,8,3,2025Q3,0.0,0.0,0.0,Neutral,ep|college essay|write|essay|college,,,False,False
YouTube,9x6bCIYl9jY,Bout Creation,UCkd9FK2mCp3VK6xzGuaxGaQ,Asking MLNC freshers their CUET score | Motilal Nehru College Cutoff 2024-25 | delhi University #du,2024-09-01,1901094,32336,292,PT38S,https://youtube.com/watch?v=9x6bCIYl9jY,how to get into college 2024,,,3730,Asking MLNC freshers their CUET score | Motilal Nehru College Cutoff 2024-25 | delhi University #du,2230294,0.0170091536767776,0.0001535957716977,True,99,16,False,False,0.1414141414141414,Micro,9,3,2024Q3,0.0,0.0,0.0,Neutral,delhi university|delhi|du|asking|2024 25,,,False,False
YouTube,Pzyd1X8Txwo,Khan Squared,UCw6gnJDEWnYz12JLdNqL9ZQ,The Stats that Got Us Into HARVARD &amp; MIT,2024-02-21,1711310,53783,623,PT1M,https://youtube.com/watch?v=Pzyd1X8Txwo,best extracurriculars for college,College|College admissons|student|high school|AP classes,We'll edit your college essay! 📝 https://nextadmit.com,45300,The Stats that Got Us Into HARVARD &amp; MIT,2261600,0.0314279703852604,0.0003640485943516,True,44,9,False,False,0.3409090909090909,Mid,2,1,2024Q1,0.0,0.0,0.0,Neutral,harvard amp|stats|mit|got harvard|amp,,,False,False
YouTube,_ejSiZrJGts,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,1 hour of HIGHLIGHTS from the 2024-25 college football season 🎥 | ESPN College Football,2025-01-26,1651504,9103,256,PT1H11S,https://youtube.com/watch?v=_ejSiZrJGts,how to get into college 2024,,"Check out some of the best highlights from the 2024-25 college football season. 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️Subscribe t",1330000,1 hour of HIGHLIGHTS from the 2024-25 college football season 🎥 | ESPN College Football,1747654,0.0055119454751547,0.0001550102209864,False,87,15,False,False,0.1839080459770115,Mega,1,1,2025Q1,0.0,0.0,0.0,Neutral,football|college football|hour|highlights 2024|espn college,,,False,False
YouTube,wP-JJQ0H8cU,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,APPLYING to 200+ Colleges?!,2023-09-09,1621948,75187,342,PT1M1S,https://youtube.com/watch?v=wP-JJQ0H8cU,college admissions process explained,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,APPLYING to 200+ Colleges?!,2380658,0.0463559867517331,0.0002108575614014,True,27,4,True,True,0.3333333333333333,Macro,9,3,2023Q3,0.0,0.0,0.0,Neutral,applying|colleges,,,False,False
YouTube,KFPmEUQ62mM,Niche: The College Search App,UCdp-NoQfCh8lbfrnY-adb_g,Asking MIT Students: Which Colleges Rejected You?,2024-10-03,1612887,24058,399,PT18S,https://youtube.com/watch?v=KFPmEUQ62mM,how to choose colleges to apply to,,"Only applying to MIT though!!

#MIT #MassachusettsInstituteOfTechnology #CollegeRejection #CollegeDecision #CollegeStudent 

💚 Follow Niche Social 💚
TikTok:   / nichesocial  
Instagram:   / nichesocia",12700,Asking MIT Students: Which Colleges Rejected You?,1861447,0.0149161100560671,0.0002473824886678,False,49,7,True,False,0.1836734693877551,Mid,10,4,2024Q4,-0.5106,0.0,0.355,Negative,asking|mit|colleges|students|rejected,,,False,False
YouTube,rx5CK1eSnN8,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,what extracurriculars should I do to stand out? (ep. 2 of mastering highschool),2025-07-11,1551733,50950,101,PT52S,https://youtube.com/watch?v=rx5CK1eSnN8,best extracurriculars for college,,,714000,what extracurriculars should I do to stand out? (ep. 2 of mastering highschool),2063253,0.0328342569243549,6.508851716113532e-05,False,79,13,True,False,0.0126582278481012,Macro,7,3,2025Q3,0.0,0.0,0.0,Neutral,highschool|mastering|ep|extracurriculars,,,False,False
YouTube,UVoxU7nEs2Y,SuperGrads CUET by Toprankers,UCdgYewLnA5K0FrTVwidpk8w,Minimum Score Required In CUET For Delhi University | CUET 2024 Safe Score for DU | DU Cut Off 2024,2024-03-22,1546406,52486,575,PT48S,https://youtube.com/watch?v=UVoxU7nEs2Y,college admissions process explained,minimum score required in cuet for university of delhi|cuet delhi university|du expected cut off 2024|cuet 2024 cutoff|cuet du,"Minimum Score Required In CUET For Delhi University | CUET 2024 Safe Score for DU | DU Cut Off 2024
■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
#cuet2024 #duadmission #ducutoff #cuetdu2024 #cuetsupergrads
",95200,Minimum Score Required In CUET For Delhi University | CUET 2024 Safe Score for DU | DU Cut Off 2024,2082766,0.0339406339602924,0.0003718299075404,False,99,20,False,False,0.2323232323232323,Mid,3,1,2024Q1,0.2023,0.138,0.1,Positive,du|score|cuet|2024|cut,,,False,False
YouTube,fTfkvTJTu9M,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Rating Popular Extracurriculars 1-10,2026-02-23,1512170,30896,436,PT45S,https://youtube.com/watch?v=fTfkvTJTu9M,best extracurriculars for college,,"Rating the most common extracurriculars 🌟

This is based on years of direct conversations with admissions officers, thousands of real application files I’ve analyzed, and repeated patterns I’ve seen w",714000,Rating Popular Extracurriculars 1-10,1829850,0.0204315652340675,0.0002883273705998,False,36,4,False,False,0.0833333333333333,Macro,2,1,2026Q1,0.4215,0.483,0.0,Positive,10|extracurriculars,,,False,False
YouTube,KFlIL4jYnaw,Jam Painting,UCI_7_l6lKlfVhY_S5_HxJMg,#Volunteer College Application #Big Circle Jam Painting Tutorial Master Original #Magnetic Wanhe Pl,2025-07-08,1462098,8453,10,PT1M10S,https://youtube.com/watch?v=KFlIL4jYnaw,volunteer opportunities for college apps,jam painting|fruit jam art|fruit jam paintings|creative jam art|artistic jam designs,"Welcome to 【Jam Painting】 Channel! 🎨🍓

Here, we turn jam into artwork, showcasing how to create imaginative paintings using different types of jam. From simple fruit designs to intricate patterns, our",125000,#Volunteer College Application #Big Circle Jam Painting Tutorial Master Original #Magnetic Wanhe Pl,1546828,0.0057814182086289,6.83948681962495e-06,False,99,13,False,False,0.1313131313131313,Macro,7,3,2025Q3,0.3182,0.161,0.0,Positive,college application|volunteer|application|college,,,False,False
YouTube,mm-1r4vc0Ac,Vizuara,UCdEov4L0bpJ_h6W3sJxkfUA,AI High School Researcher Program | Ideal Summer Program to build strong research profile,2026-03-30,1421735,49,0,PT4M37S,https://youtube.com/watch?v=mm-1r4vc0Ac,summer programs for high school students,,Check our program details here: https://ai-highschool-research.vizuara.ai/,198000,AI High School Researcher Program | Ideal Summer Program to build strong research profile,1422225,3.446493193175944e-05,0.0,False,89,14,False,False,0.1011235955056179,Macro,3,1,2026Q1,0.7717,0.379,0.0,Positive,program|summer program|ai|profile|research,,,False,False
YouTube,f5qBVf2OCxU,Colton Denning,UCHOlKIq41F6jBsQ1FaPrh4Q,College Football 2024 HITS OF THE YEAR,2025-01-31,1411595,6389,200,PT1H13M45S,https://youtube.com/watch?v=f5qBVf2OCxU,how to get into college 2024,,"The best hits from the 2024/25 college football season.

Like the video, subscribe to the channel, and subscribe to my website https://www.2stripescpd.com/ for more awesome college football content!",22400,College Football 2024 HITS OF THE YEAR,1479485,0.0045260857398899,0.0001416836982278,False,38,7,False,False,0.3947368421052631,Mid,1,1,2025Q1,0.0,0.0,0.0,Neutral,football|college football|2024|college,,,False,False
YouTube,-7-9g2BU1C4,CarterPCs,UCi7wDE2ZTiR5QYYrUY5WhtA,How to avoid AI detectors #carterpcs #tech #techtok #techfacts #ai #chatgpt,2024-11-08,1349593,70534,1130,PT32S,https://youtube.com/watch?v=-7-9g2BU1C4,writing college essays tips,,How to avoid AI detectors #carterpcs #tech #techtok #techfacts #ai #chatgpt,2270000,How to avoid AI detectors #carterpcs #tech #techtok #techfacts #ai #chatgpt,2077533,0.0522631637834517,0.0008372894643051,False,75,11,False,False,0.04,Mega,11,4,2024Q4,-0.296,0.0,0.18,Negative,ai|avoid,,,False,False
YouTube,qzkVexdNfCM,Wheels,UCi-INxdmFSrTrT95xU0sBpg,"Georgia vs #23 Miss St (BENCHES EMPTIED, 11 EJECTIONS!) | 2024 College Baseball Highlights",2024-04-07,1258654,5280,947,PT14M40S,https://youtube.com/watch?v=qzkVexdNfCM,how to get into college 2024,wheels|college baseball|college softball|baseball|softball,"Georgia Baseball and Mississippi State Baseball played an incredibly wild, crazy, wacky game that included the benches clearing and 11 ejections.

Covering sports in a unique way since 2018. 

If you’",845000,"Georgia vs #23 Miss St (BENCHES EMPTIED, 11 EJECTIONS!) | 2024 College Baseball Highlights",1330394,0.0041949574704406,0.0007523910463081,False,90,14,False,True,0.3222222222222222,Macro,4,2,2024Q2,-0.5147,0.0,0.282,Negative,baseball|baseball highlights|college baseball|highlights|vs,,,False,False
YouTube,di3_aVJy7Kw,Apna College,UCBwmMxybNva6P_5VmxjzwqA,How to find Internships ?,2023-04-11,1187238,104477,224,PT1M,https://youtube.com/watch?v=di3_aVJy7Kw,how to choose colleges to apply to,C++|C++ coding|C++ full course|C++ placement course|how to code,"#shorts
🔥Alpha 4.0 Placement Batch (Java+DSA)  : https://www.apnacollege.in/course/alpha-batch-4
------------------------------------------------------
Link for International Students:  https://buy.st",7500000,How to find Internships ?,2236488,0.0880000471683015,0.0001886732062147,True,25,5,True,False,0.08,Mega,4,2,2023Q2,0.0,0.0,0.0,Neutral,internships,,,False,False
