platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_label,top_keywords,competitors_mentioned,features_mentioned,mentions_competitor,mentions_pain_point,ai_llm_content_category,ai_llm_sentiment,ai_llm_virality_potential,ai_llm_growth_type,ai_llm_target_audience,ai_llm_key_insight,classification_source
YouTube,ISwnaclIkyA,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,The HARDEST College to Get Into (.5% Acceptance Rate),2023-12-22,7499282,431778,4662,PT59S,https://youtube.com/watch?v=ISwnaclIkyA,how to get into college,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,The HARDEST College to Get Into (.5% Acceptance Rate),11910302,0.0575759119339691,0.0006216595135374,True,53,9,False,False,0.2452830188679245,Macro,12,4,2023Q4,0.4588,0.273,0.0,Positive,acceptance|college,,,False,False,service_comparison,neutral,medium,educational,competitive_ivy_applicants,,anthropic
YouTube,brO6egnvsjI,Tom's Study Tips,UCQhjfWLehfL9L9ZUCrHgPow,If Harvard was honest #harvard #ivyleague #college #collegeadmissions,2023-11-26,7191784,325331,1760,PT30S,https://youtube.com/watch?v=brO6egnvsjI,got into Harvard how,,,24100,If Harvard was honest #harvard #ivyleague #college #collegeadmissions,10480294,0.0452364809621646,0.0002447237013792,True,69,8,False,False,0.0289855072463768,Mid,11,4,2023Q4,0.5106,0.32,0.0,Positive,ivyleague college|harvard|honest|ivyleague|college collegeadmissions,,,False,False,frustration_anxiety,mixed,high,competitive,competitive_ivy_applicants,,anthropic
YouTube,U9jL5IhOkP0,Holtage Studios,UCxk4OTmTmSVo5AanTHDr_Bg,Opening my college applications… (EMOTIONAL),2023-04-11,7107545,297450,2315,PT59S,https://youtube.com/watch?v=U9jL5IhOkP0,how to get into college,,"Subscribe for a pizza :)

follow me on other platforms!

Instagram ☞ https://www.instagram.com/owenholt
Tiktok ☞  https://www.tiktok.com/@owen.holt
Snapchat ☞  https://www.snapchat.com/add/owenholt10
",10500000,Opening my college applications... (EMOTIONAL),10128345,0.0418498933175941,0.0003257102135828,True,46,5,False,False,0.217391304347826,Mega,4,2,2023Q2,0.0,0.0,0.0,Neutral,college applications|applications|college,,,False,False,timeline_deadline_panic,mixed,medium,reactive,high_school_juniors_seniors,,anthropic
YouTube,ypLPucQ9dYs,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,How Harvard Chooses Students,2024-04-01,6770018,347440,1028,PT32S,https://youtube.com/watch?v=ypLPucQ9dYs,how to get into college,,"💬 Join my Discord server: https://discord.gg/gohar
📝 I'll edit your college essay: https://nextadmit.com/services/essay/
🎓 Get into your dream school: https://nextadmit.com/roadmap/",7510000,How Harvard Chooses Students,10264978,0.0513203953076638,0.0001518459773666,True,28,4,False,False,0.1428571428571428,Mega,4,2,2024Q2,0.0,0.0,0.0,Neutral,students|harvard,,,False,False,beginner_question,neutral,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,fZn4flUclyc,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,moving into Harvard (sophomore spring),2024-01-21,6208833,306695,483,PT42S,https://youtube.com/watch?v=fZn4flUclyc,got into Harvard how,,"Hello! My name is Elise, I am a Pre-Med student at Harvard University, 5-Star College Admissions Counselor, and full-time entrepreneur and content creator! 🤓📚

Subscribe to get undercover footage of m",714000,moving into Harvard (sophomore spring),9285443,0.0493965613183669,7.779239673542516e-05,True,38,5,False,False,0.0263157894736842,Macro,1,1,2024Q1,0.0,0.0,0.0,Neutral,harvard,,,False,False,success_story_acceptance,positive,low,organic,competitive_ivy_applicants,,anthropic
YouTube,PZrNLDYBJF4,American High,UCrMabu7HclTiDf5ZAgjHxqQ,that’s a lot of additional essays #americanhighshorts #senioryear #collegeapplications #commonapp,2024-10-08,6036310,510053,947,PT1M1S,https://youtube.com/watch?v=PZrNLDYBJF4,common app essay accepted,,,4160000,that’s a lot of additional essays #americanhighshorts #senioryear #collegeapplications #commonapp,11155780,0.0844974827336568,0.0001568839241192,True,97,10,False,False,0.0,Mega,10,4,2024Q4,0.0,0.0,0.0,Neutral,americanhighshorts|commonapp|essays,,,False,False,timeline_deadline_panic,negative,high,reactive,high_school_juniors_seniors,,anthropic
YouTube,EWKHCtpkIpM,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,Harvard’s RICHEST Students #harvard #college #harvarduniversity #university,2025-04-25,5952813,178855,1169,PT1M2S,https://youtube.com/watch?v=EWKHCtpkIpM,international student US college,,,108000,Harvard’s RICHEST Students #harvard #college #harvarduniversity #university,7764743,0.0300454591803908,0.0001963777461176,True,75,7,False,False,0.12,Macro,4,2,2025Q2,0.6289,0.408,0.0,Positive,harvard|university|students|college,,,False,False,service_comparison,neutral,medium,competitive,competitive_ivy_applicants,,anthropic
YouTube,7T2QQY6CjNE,The Mannii Show,UC3iwxKMRg5l2aDG_8XK2nSQ,First Day at Harvard University #TheManniiShow.com/series,2023-06-03,5795524,389252,1841,PT29S,https://youtube.com/watch?v=7T2QQY6CjNE,got into Harvard how,comedy|TheManniiShow|influencer|tiktok|youtube,"🤳🏼 INFLUENCER LIFE behind-the scenes!!  @TheManniiShow    Weekly Series!  Follow MJ for a behind-the-lens look into the life of an influencer.  ONLY ON YOUTUBE!  https://TheManniiShow.com/series 
 @Th",15800000,First Day at Harvard University #TheManniiShow.com/series,9724864,0.0671642460629962,0.0003176589381736,True,57,6,False,False,0.1228070175438596,Mega,6,2,2023Q2,0.0,0.0,0.0,Neutral,harvard university|university|harvard,,,False,False,success_story_acceptance,positive,medium,organic,high_school_juniors_seniors,,anthropic
YouTube,McfRarvpsxE,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,Applying to Harvard? Think Twice,2023-04-02,5780010,347727,2100,PT28S,https://youtube.com/watch?v=McfRarvpsxE,got into Harvard how,,"🎓 Get into your dream school: https://nextadmit.com/roadmap/
📝 I'll edit your college essay: https://nextadmit.com/services/essay/
💬 Join my Discord server: https://discord.gg/gohar",7510000,Applying to Harvard? Think Twice,9299280,0.0601602765393139,0.0003633211707246,True,32,5,True,False,0.125,Mega,4,2,2023Q2,0.0,0.0,0.0,Neutral,applying|harvard,,,False,False,frustration_anxiety,negative,medium,competitive,competitive_ivy_applicants,,anthropic
YouTube,NmEP38x-1Z8,Federal Student Aid,UCEnu3BHoR9IYgBnCkqQdgmA,What Is FAFSA®?,2023-10-06,5733076,2156,93,PT1M58S,https://youtube.com/watch?v=NmEP38x-1Z8,college financial aid explained,Department of Education|FAFSA|FASFA|free|fafsa.gov,"The FAFSA® form, or Free Application for Federal Student Aid, is a form used to apply for financial aid. Completing the FAFSA form is the only way to access the largest source of financial aid—federal",0,What Is FAFSA®?,5756496,0.0003760633907521,1.6221658320943243e-05,False,15,3,True,False,0.4666666666666667,,10,4,2023Q4,0.0,0.0,0.0,Neutral,fafsa,,,False,False,beginner_question,neutral,low,educational,first_generation_students,,anthropic
YouTube,a2w5VpflZpk,Karat,UCGDMcgLb89_NSbRFTQi1VgA,I Got Accepted Into Harvard and Hated It,2023-04-27,5637391,232843,3368,PT41S,https://youtube.com/watch?v=a2w5VpflZpk,how to get into college,,,95800,I Got Accepted Into Harvard and Hated It,8033181,0.0413033263082159,0.0005974394892956,True,40,8,False,False,0.175,Mid,4,2,2023Q2,-0.4767,0.186,0.372,Negative,accepted|got|harvard,,,False,False,rejection_reflection,mixed,high,reactive,competitive_ivy_applicants,,anthropic
YouTube,zs_QUYacWe0,Morgane Herculano,UCP5Lf8EgUSDh12wu9to1mYA,jumping around got me to Harvard? How!? 🫣#studentathlete #harvard #ivy #ncaa,2024-09-08,5444851,147447,1462,PT8S,https://youtube.com/watch?v=zs_QUYacWe0,got into Harvard how,,,0,jumping around got me to Harvard? How!? 🫣#studentathlete #harvard #ivy #ncaa,6948561,0.0270800798773005,0.0002685105616296,False,76,11,True,True,0.0263157894736842,,9,3,2024Q3,0.0,0.0,0.0,Neutral,harvard|got harvard|ivy|got,,,False,False,success_story_acceptance,positive,medium,organic,high_school_juniors_seniors,,anthropic
YouTube,CVxP7OdsdOE,Limmytalks,UCNJS6U4h4oo-0q6OsMpu4Ag,What Harvard *Actually* Wants.,2023-08-16,5158988,176892,5741,PT40S,https://youtube.com/watch?v=CVxP7OdsdOE,got into Harvard how,College|college admission|college admission tips|applying to usa|university,"If you're a high school student and want to better understand how strong your application is, what your chances are to 40+ universities, and how to improve your application, go to dreamschool.ai and s",78600,What Harvard *Actually* Wants.,7042728,0.0342881200731616,0.0011128151490175,False,30,4,False,False,0.1333333333333333,Mid,8,3,2023Q3,0.0,0.0,0.0,Neutral,actually|harvard,,,False,False,service_comparison,neutral,high,educational,competitive_ivy_applicants,,anthropic
YouTube,nH9qRcOMW9M,Quizard AI,UCsG0dK0d71SO_RHGB-gXXCg,Asking Harvard students about their major and expected salary 💰 #students #harvard #streetinterview,2023-10-06,5156509,143070,3004,PT51S,https://youtube.com/watch?v=nH9qRcOMW9M,got into Harvard how,,,82900,Asking Harvard students about their major and expected salary 💰 #students #harvard #streetinterview,6647289,0.0277455154252615,0.0005825646769936,False,99,13,False,False,0.0202020202020202,Mid,10,4,2023Q4,0.0,0.0,0.0,Neutral,students|asking harvard|harvard|asking|harvard students,,,False,False,beginner_question,neutral,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,xx1AJhN6OKE,Amazon MGM Studios,UCf5CjDJvsFvtVIhkfmKAwAA,"&quot;Girls, I&#39;m going to Harvard!&quot; - Legally Blonde (2001)",2023-08-28,5122730,386615,636,PT58S,https://youtube.com/watch?v=xx1AJhN6OKE,got into Harvard how,MGM|MGM Studios|Metro-Goldwyn- Mayer|Metro Pictures Corporations|Goldwyn Pictures,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.

Subscribe",0,"&quot;Girls, I&#39;m going to Harvard!&quot; - Legally Blonde (2001)",9001600,0.0754705010804785,0.0001241525514715,True,68,9,False,True,0.0735294117647058,,8,3,2023Q3,0.1759,0.195,0.0,Positive,going|going harvard|39|harvard,,,False,False,success_story_acceptance,positive,high,organic,high_school_juniors_seniors,,anthropic
YouTube,dLhbt6uDDKc,Limmytalks,UCNJS6U4h4oo-0q6OsMpu4Ag,PERFECT SAT VALEDICTORIAN (+HARVARD LEGACY) COLLEGE RESULTS GUESSES,2023-02-02,5096747,172564,3168,PT48S,https://youtube.com/watch?v=dLhbt6uDDKc,got into Harvard how,College|college admission|college admission tips|applying to usa|university,Results revealed soon...,78600,PERFECT SAT VALEDICTORIAN (+HARVARD LEGACY) COLLEGE RESULTS GUESSES,6885747,0.0338576743165787,0.0006215729366201,False,67,8,False,False,0.8507462686567164,Mid,2,1,2023Q1,0.5719,0.346,0.0,Positive,sat|harvard|college,,,False,False,profile_review_request,neutral,high,competitive,competitive_ivy_applicants,,anthropic
YouTube,IPy7pchhoNE,Maureen's Mindset,UC3w7pobP10wtP6fgjCOuiKg,I applied to Harvard as a joke #rejectiontherapy,2024-01-14,4961118,329080,7611,PT59S,https://youtube.com/watch?v=IPy7pchhoNE,got into Harvard how,,Get your free content planning spreadsheet here: https://stan.store/maureensmarketing,0,I applied to Harvard as a joke #rejectiontherapy,8404138,0.0663318227867186,0.0015341300085988,True,48,8,False,False,0.0416666666666666,,1,1,2024Q1,0.296,0.306,0.0,Positive,harvard,,,False,False,rejection_reflection,mixed,high,reactive,high_school_juniors_seniors,,anthropic
YouTube,5NgNicANyqM,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,Harvard CS50’s Artificial Intelligence with Python – Full University Course,2023-08-10,4572933,124754,1797,PT11H51M22S,https://youtube.com/watch?v=5NgNicANyqM,got into Harvard how,,"This course from Harvard University explores the concepts and algorithms at the foundation of modern artificial intelligence, diving into the ideas that give rise to technologies like large language m",11600000,Harvard CS50’s Artificial Intelligence with Python – Full University Course,5856413,0.0272809595067323,0.0003929644278628,False,75,10,False,False,0.12,Mega,8,3,2023Q3,0.4767,0.279,0.0,Positive,university|harvard,,,False,False,beginner_question,neutral,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,emOmM99XYig,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,How Duke Students Got Into Duke! #college #collegeadmissions #duke,2024-09-23,4312533,145305,1519,PT1M,https://youtube.com/watch?v=emOmM99XYig,how to get into college,,,108000,How Duke Students Got Into Duke! #college #collegeadmissions #duke,5795963,0.0336936552137688,0.0003522291887389,False,66,9,False,True,0.0909090909090909,Macro,9,3,2024Q3,0.0,0.0,0.0,Neutral,students got|college collegeadmissions|collegeadmissions|students|got,,,False,False,success_story_acceptance,positive,medium,educational,competitive_ivy_applicants,,anthropic
YouTube,QKwIFVx_7PQ,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,Important College Application Advice,2023-07-10,4199720,263515,600,PT29S,https://youtube.com/watch?v=QKwIFVx_7PQ,college admissions process,,"🏆 My brag sheet template: https://nextadmit.com/gohar/
📝 I'll edit your college essay: https://nextadmit.com/services/essay/
💬 Join my Discord server for help: https://discord.gg/gohar",7510000,Important College Application Advice,6846870,0.0627458497233148,0.0001428666673016,False,36,4,False,False,0.1111111111111111,Mega,7,3,2023Q3,0.2023,0.375,0.0,Positive,college application|application|college,,,False,False,beginner_question,neutral,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,Rmgq54m57RE,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Back With Harvard’s YOUNGEST Student EVER,2023-06-18,3724188,145128,698,PT1M,https://youtube.com/watch?v=Rmgq54m57RE,got into Harvard how,College|College admissions|student|high school|AP class,I'll edit your college essay! 📝 https://nextadmit.com,365000,Back With Harvard’s YOUNGEST Student EVER,5189428,0.0389690316385746,0.0001874234061223,False,41,6,False,False,0.3902439024390244,Macro,6,2,2023Q2,0.0,0.0,0.0,Neutral,student|harvard,,,False,False,success_story_acceptance,positive,high,organic,competitive_ivy_applicants,,anthropic
YouTube,O_4ws18TTMc,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,how she got into Stanford with a 3.0 GPA and NO extracurriculars,2024-03-10,3402075,228639,852,PT38S,https://youtube.com/watch?v=O_4ws18TTMc,how to get into college,,"DM me “ESSAY” on Instagram (@UltimateIvyLeagueGuide) and I’ll send you the exact essay outline that got my student got into Stanford with zero extracurriculars…

#studygram #studymotivation #studytips",714000,how she got into Stanford with a 3.0 GPA and NO extracurriculars,5705505,0.0672057494323317,0.000250435396045,False,64,12,False,False,0.09375,Macro,3,1,2024Q1,-0.4466,0.0,0.227,Negative,got stanford|gpa|stanford|extracurriculars|got,,,False,False,success_story_acceptance,positive,high,reactive,first_generation_students,,anthropic
YouTube,-v5V5FxcPxA,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,my *EXACT* study schedule to get an A+ on every Harvard exam,2024-03-02,3241888,235952,653,PT43S,https://youtube.com/watch?v=-v5V5FxcPxA,got into Harvard how,,"Hello! My name is Elise, I am a Pre-Med student at Harvard University, 5-Star College Admissions Counselor, and full-time entrepreneur and content creator! 🤓📚

Subscribe to get undercover footage of m",714000,my *EXACT* study schedule to get an A+ on every Harvard exam,5614468,0.072782279955384,0.0002014258358092,False,60,12,False,False,0.1166666666666666,Macro,3,1,2024Q1,0.0,0.0,0.0,Neutral,study|harvard,,,False,False,beginner_question,positive,medium,educational,competitive_ivy_applicants,,anthropic
YouTube,bA6sSxXhu7k,willius,UCduRRsZ3eLwhLFyByEOaA1Q,how willius got into harvard,2023-06-08,2974096,138088,1289,PT49S,https://youtube.com/watch?v=bA6sSxXhu7k,got into Harvard how,,"willius talks about his sad backstory and his parents bad treatment of him every day but eventually he got into harvard to prove them wrong

#valorant #valorantshorts #sad",217000,how willius got into harvard,4380756,0.0464302430049332,0.0004334090089896,False,28,5,False,False,0.0,Macro,6,2,2023Q2,0.0,0.0,0.0,Neutral,got harvard|got|harvard,,,False,False,success_story_acceptance,positive,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,fjE36aJKCNY,The Iced Coffee Hour,UCMSYZVlQmyG8_2MkIKzg0kw,Ben Shapiro Got Into UCLA at 16 and Harvard at 20 Years Old,2023-09-22,2949667,143221,1340,PT37S,https://youtube.com/watch?v=fjE36aJKCNY,got into Harvard how,graham stephan|graham stephan podcast|iced coffee podcast|iced coffee hour|investing podcast,"Full Vid: https://youtu.be/8nwzv3zrqws?si=vLKEDIL2gOgni0MC

NEW: Join us at http://www.icedcoffeehour.club for premium content - Enjoy! 

Add us on Instagram: 
https://www.instagram.com/jlsselby
https",1570000,Ben Shapiro Got Into UCLA at 16 and Harvard at 20 Years Old,4408677,0.0485549724765541,0.0004542885688452,False,59,13,False,False,0.1864406779661017,Mega,9,3,2023Q3,0.0,0.0,0.0,Neutral,got|harvard,,,False,False,success_story_acceptance,positive,medium,organic,competitive_ivy_applicants,,anthropic
YouTube,YyK4YiEpCPk,American High,UCrMabu7HclTiDf5ZAgjHxqQ,then maybe i’d get into harvard #americanhighshorts #lesson  #highschool #curriculum #useful,2023-09-04,2883999,261150,344,PT54S,https://youtube.com/watch?v=YyK4YiEpCPk,got into Harvard how,,,4160000,then maybe i’d get into harvard #americanhighshorts #lesson #highschool #curriculum #useful,5502379,0.0905513490122569,0.0001192788208317,False,91,11,False,False,0.0,Mega,9,3,2023Q3,0.0,0.0,0.0,Neutral,americanhighshorts|harvard,,,False,False,frustration_anxiety,negative,medium,reactive,high_school_juniors_seniors,,anthropic
YouTube,Zjs9ZNgjdA4,millie liao,UCP1ethGXE7MD8B9MuVJ35ew,"move into college with me @ yale 🎧🌷 | dream dorm, ikea &amp; target trips, rooming w/ my best friend",2024-10-02,2852165,87589,957,PT24M51S,https://youtube.com/watch?v=Zjs9ZNgjdA4,how to get into college,,"sophomore year loading...

use my code MILLIE to get $25 in driving credit when signing up for Zipcar: https://www.zipcar.com/universities

socials~
insta: https://www.instagram.com/mildredsauce/
tikt",438000,"move into college with me @ yale 🎧🌷 | dream dorm, ikea &amp; target trips, rooming w/ my best friend",3747195,0.0307096538944976,0.0003355345851309,False,100,20,False,False,0.0,Macro,10,4,2024Q4,0.8555,0.385,0.0,Positive,dream|yale|best|amp|college,,,False,False,success_story_acceptance,positive,medium,organic,high_school_juniors_seniors,,anthropic
YouTube,vYDM2efXJHE,Roya,UCjhebDbxJHNM0w2O1qkJA-g,college US vs France #usa #american #france #french #cultureshock #livingabroad #college #admissions,2024-04-11,2648417,209291,6839,PT1M,https://youtube.com/watch?v=vYDM2efXJHE,college application timeline,,,0,college US vs France #usa #american #france #french #cultureshock #livingabroad #college #admissions,4878107,0.0790249420691681,0.002582297274183,False,100,12,False,False,0.03,,4,2,2024Q2,0.0,0.0,0.0,Neutral,vs|usa|college admissions|college|admissions,,,False,False,service_comparison,neutral,high,educational,international_students,,anthropic
YouTube,IJ_e1fCZiHg,Zhafira Aqyla,UCQ4oBk0ujqeBGSwvevW_PeA,a day in the life of a harvard student,2023-03-03,2639110,153814,857,PT59S,https://youtube.com/watch?v=IJ_e1fCZiHg,got into Harvard how,,,422000,a day in the life of a harvard student,4194390,0.0582825270640481,0.0003247306857235,False,38,9,False,False,0.0,Macro,3,1,2023Q1,0.0,0.0,0.0,Neutral,student|harvard,,,False,False,beginner_question,neutral,medium,educational,high_school_juniors_seniors,,anthropic
YouTube,shBzuA3O8OQ,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,"If you got deferred, you *NEED* to follow this email strategy",2024-01-17,2586058,166087,345,PT56S,https://youtube.com/watch?v=shBzuA3O8OQ,rejected from college,,"Hello! My name is Elise, I am a Pre-Med student at Harvard University, 5-Star College Admissions Counselor, and full-time entrepreneur and content creator! 🤓📚

Subscribe to get undercover footage of m",714000,"If you got deferred, you *NEED* to follow this email strategy",4253828,0.0642240042566717,0.0001334076807248,False,61,11,False,False,0.081967213114754,Macro,1,1,2024Q1,0.0,0.0,0.0,Neutral,need|got,,,False,False,timeline_deadline_panic,neutral,medium,educational,anxious_parents,,anthropic
